Account_ID,Customer_Age,Annual_Income_USD,Credit_Score,Offer_Type,Discount_Percent,Credit_Limit_USD,Avg_Monthly_Spend_USD,Campaign_Cost_USD,Profit_Margin_Percent,Campaign_Channel,Region,Customer_Segment,Accepted_Offer,Retained_6_Months,Campaign_Date
ACC1005640,33,84080.61,639,Cashback,13.85,23139.64,3813.58,76.91,33.33,Branch,Middle East,Student,1,1,2025-03-16
ACC1005641,34,21279.51,749,Dining Rewards,24.25,2857.2,2449.96,30.24,13.04,Social Media,North America,HNI,1,1,2026-03-17
ACC1005642,54,56225.34,792,Balance Transfer,16.5,45293.61,3512.37,113.57,27.75,Social Media,Asia Pacific,HNI,1,1,2025-08-15
ACC1005643,40,91445.87,735,Premium Lifestyle,25.68,19854.4,4455.53,99.58,16.63,Email,Latin America,Student,1,0,2025-01-13
ACC1005644,46,91007.01,704,Low Interest,18.95,15150.2,5737.3,64.01,9.96,SMS,Asia Pacific,SME,1,1,2026-02-25
ACC1005645,31,45710.92,755,Travel Rewards,10.28,41978.66,5698.7,149.56,5.68,SMS,Middle East,Student,1,1,2025-02-09
ACC1005646,63,53235.3,725,Dining Rewards,5.05,5558.57,2722.41,56.05,35.59,Email,Asia Pacific,SME,1,1,2025-02-15
ACC1005647,21,41725.01,700,Low Interest,13.74,31712.78,182.73,145.53,24.84,SMS,Latin America,Affluent,1,1,2024-10-12
ACC1005648,57,95685.06,731,Travel Rewards,10.02,47146.7,470.69,70.7,8.41,SMS,Latin America,Affluent,0,1,2026-04-02
ACC1005649,45,41863.33,620,Low Interest,7.99,49496.34,5801.13,90.06,32.02,Email,North America,HNI,1,1,2024-11-20
ACC1005650,57,15000.0,723,Travel Rewards,24.26,33980.09,4786.36,92.07,19.02,Social Media,Europe,Student,1,1,2026-01-11
ACC1005651,58,104233.23,695,Premium Lifestyle,22.72,42927.87,6677.88,27.78,24.43,SMS,Asia Pacific,SME,1,1,2025-08-02
ACC1005652,47,29068.57,693,Premium Lifestyle,31.9,1158.24,1606.96,67.26,12.74,Social Media,Asia Pacific,Affluent,0,1,2024-10-10
ACC1005653,21,28747.89,665,Cashback,12.38,29695.18,6845.75,146.38,39.36,Branch,Middle East,Mass Market,1,1,2025-05-04
ACC1005654,58,38416.26,713,Balance Transfer,24.84,2476.95,5882.57,139.01,25.9,Phone Call,Middle East,SME,1,1,2024-08-09
ACC1005655,56,84014.13,685,Cashback,29.7,40569.96,6253.05,134.17,37.1,Branch,Latin America,Affluent,1,1,2024-06-03
ACC1005656,48,74263.33,622,Premium Lifestyle,17.78,26400.09,5120.58,134.93,9.15,SMS,Asia Pacific,Mass Market,1,1,2025-12-29
ACC1005657,30,83784.89,667,Premium Lifestyle,21.68,37674.6,2569.61,66.15,33.27,Branch,Middle East,Student,1,1,2026-04-16
ACC1005658,45,109573.67,710,Dining Rewards,5.84,31075.7,5933.59,79.15,15.96,SMS,Europe,SME,0,0,2025-03-20
ACC1005659,37,64601.33,739,Dining Rewards,29.6,17326.86,5702.67,106.0,21.4,SMS,Europe,HNI,1,1,2025-02-14
ACC1005660,25,55974.29,597,Low Interest,17.74,6489.44,5595.46,79.31,22.16,SMS,Asia Pacific,Mass Market,1,1,2026-05-01
ACC1005661,62,56070.33,727,Dining Rewards,32.29,1430.48,3098.77,13.01,23.32,Branch,Europe,Affluent,1,1,2025-12-24
ACC1005662,45,106665.13,655,Travel Rewards,21.76,1528.38,5542.51,24.56,20.41,Social Media,Europe,Mass Market,0,0,2024-05-20
ACC1005663,35,79962.97,625,Premium Lifestyle,19.72,22739.33,3347.23,100.0,38.85,SMS,North America,Mass Market,0,0,2024-05-23
ACC1005664,56,73198.73,691,Premium Lifestyle,5.14,1309.2,5760.07,114.97,31.04,Social Media,Middle East,Student,1,1,2025-01-27
ACC1005665,52,88457.87,685,Low Interest,17.56,49513.14,855.66,36.3,22.91,Email,Asia Pacific,HNI,1,1,2026-03-23
ACC1005666,50,61392.91,743,Dining Rewards,19.16,14657.83,1585.04,68.96,16.71,Phone Call,Latin America,SME,0,1,2026-04-12
ACC1005667,68,79843.49,746,Premium Lifestyle,17.37,16338.12,203.72,98.45,24.36,Social Media,Latin America,HNI,1,1,2025-12-25
ACC1005668,45,92528.64,728,Low Interest,28.19,24693.78,5243.84,93.67,17.83,Phone Call,Middle East,HNI,1,1,2025-03-18
ACC1005669,68,39207.2,678,Premium Lifestyle,30.65,2645.45,3436.97,17.77,23.78,Social Media,Europe,HNI,1,1,2025-06-30
ACC1005670,47,61322.18,764,Travel Rewards,11.77,13442.14,4224.26,21.42,7.06,Phone Call,Asia Pacific,SME,1,0,2026-04-05
ACC1005671,67,38496.85,681,Low Interest,23.88,13898.88,6711.18,47.97,8.43,Social Media,Latin America,Student,1,1,2025-03-11
ACC1005672,21,52324.4,612,Premium Lifestyle,10.93,32033.97,4682.94,19.6,28.72,Branch,Middle East,Student,1,1,2024-11-09
ACC1005673,41,38980.75,817,Cashback,32.04,17090.1,563.53,104.06,26.18,Phone Call,Europe,HNI,0,1,2025-12-05
ACC1005674,57,76079.0,721,Travel Rewards,13.17,47618.74,5597.56,35.17,15.44,Email,Europe,HNI,1,1,2026-04-11
ACC1005675,49,60962.54,641,Dining Rewards,33.18,32800.69,6054.7,127.36,37.22,Social Media,North America,SME,1,1,2025-08-03
ACC1005676,55,112360.35,796,Premium Lifestyle,12.38,10447.39,3118.14,45.09,38.78,Email,Middle East,HNI,0,1,2025-10-26
ACC1005677,60,60117.94,703,Balance Transfer,19.94,21889.48,2683.95,124.15,11.37,Social Media,Middle East,Mass Market,1,1,2025-01-22
ACC1005678,52,71215.84,759,Dining Rewards,17.41,35984.53,634.25,17.99,22.67,SMS,Latin America,SME,1,0,2024-12-17
ACC1005679,35,51095.35,744,Travel Rewards,19.82,7558.46,1501.42,89.55,14.8,Social Media,Asia Pacific,SME,0,1,2024-09-20
ACC1005680,23,49408.79,706,Low Interest,25.9,30832.61,1550.02,136.08,8.03,Phone Call,Asia Pacific,Student,1,1,2025-12-11
ACC1005681,27,56233.33,797,Travel Rewards,5.23,18844.41,2954.02,61.37,34.09,Email,Europe,Mass Market,1,1,2025-09-02
ACC1005682,33,98531.62,638,Low Interest,34.97,43348.29,4485.46,141.59,39.69,Social Media,Europe,Affluent,1,1,2025-01-23
ACC1005683,48,100766.52,654,Dining Rewards,13.47,2464.56,3537.66,136.85,12.37,Branch,North America,HNI,1,1,2025-03-02
ACC1005684,49,19558.24,605,Travel Rewards,27.12,1148.35,6633.52,110.02,29.75,Phone Call,North America,HNI,1,1,2026-02-16
ACC1005685,44,48299.06,755,Cashback,22.84,27070.59,3737.09,93.38,39.78,Social Media,Middle East,SME,0,0,2024-09-09
ACC1005686,31,106076.01,597,Travel Rewards,28.67,41608.17,6989.42,99.63,12.82,SMS,Europe,Student,1,1,2025-04-04
ACC1005687,63,42855.28,691,Cashback,14.49,3806.57,2303.4,19.66,37.39,Social Media,Asia Pacific,HNI,1,1,2025-11-24
ACC1005688,40,80028.28,682,Travel Rewards,10.74,40412.36,610.76,90.21,26.29,Email,Latin America,SME,0,0,2025-03-20
ACC1005689,45,86421.39,609,Low Interest,31.41,40858.15,4788.77,90.37,27.1,SMS,Latin America,Affluent,1,1,2025-10-30
ACC1005690,46,102800.95,794,Cashback,7.4,8008.3,6367.98,19.95,11.96,Email,North America,SME,1,1,2025-10-05
ACC1005691,48,56373.13,753,Premium Lifestyle,31.2,41782.93,3684.4,108.71,38.74,Email,Latin America,SME,1,1,2024-08-13
ACC1005692,30,88192.74,693,Dining Rewards,6.21,20765.52,5025.57,70.11,14.07,SMS,Europe,Mass Market,1,0,2024-11-12
ACC1005693,43,116930.72,753,Cashback,12.08,48297.16,1665.68,33.81,13.74,Social Media,Middle East,Student,0,0,2025-09-30
ACC1005694,47,51954.55,651,Cashback,28.62,24488.87,854.16,16.42,12.87,Branch,Asia Pacific,HNI,1,1,2025-10-09
ACC1005695,27,72845.23,623,Travel Rewards,9.0,48881.33,6219.82,41.41,13.2,SMS,Asia Pacific,HNI,0,0,2024-09-11
ACC1005696,68,88720.94,824,Premium Lifestyle,21.54,8690.2,3376.03,125.33,22.83,SMS,Latin America,SME,1,1,2024-11-08
ACC1005697,45,47082.81,760,Low Interest,13.58,25731.09,149.9,123.35,37.97,Social Media,Asia Pacific,Student,0,0,2025-12-10
ACC1005698,43,49727.18,775,Cashback,31.91,33593.93,3189.45,19.57,30.58,Email,Latin America,Affluent,1,1,2025-10-27
ACC1005699,25,78630.54,709,Premium Lifestyle,29.9,15179.3,2634.28,43.61,17.41,SMS,North America,SME,1,1,2026-04-17
ACC1005700,58,52053.13,724,Low Interest,33.19,29575.68,5453.09,149.8,35.09,Social Media,Europe,Affluent,1,1,2024-08-30
ACC1005701,68,96860.44,680,Low Interest,9.31,39750.77,2979.87,122.41,35.6,Phone Call,Latin America,Affluent,0,0,2026-01-14
ACC1005702,42,86127.21,703,Balance Transfer,20.24,27212.44,2047.61,23.94,29.77,Phone Call,Latin America,HNI,0,0,2025-10-12
ACC1005703,34,120818.73,746,Low Interest,32.05,14869.85,6324.98,102.61,7.72,SMS,Europe,Student,1,1,2025-05-04
ACC1005704,60,119981.16,692,Cashback,24.64,37064.45,1098.17,128.27,33.78,Email,Asia Pacific,Mass Market,0,0,2025-10-14
ACC1005705,48,72289.47,732,Premium Lifestyle,18.41,37307.88,3515.49,53.9,11.65,Email,Asia Pacific,Affluent,1,1,2025-10-06
ACC1005706,28,145679.04,803,Low Interest,14.91,44229.33,2177.48,82.31,11.54,Branch,North America,Mass Market,1,1,2025-01-16
ACC1005707,53,66039.33,792,Dining Rewards,13.36,30607.6,2730.11,42.68,36.86,Social Media,Middle East,Mass Market,1,1,2025-04-11
ACC1005708,47,52692.4,669,Cashback,10.39,33407.75,2737.51,67.97,35.12,Email,Europe,Student,0,0,2026-04-12
ACC1005709,62,44337.07,677,Premium Lifestyle,15.72,36585.44,2412.88,121.43,28.56,SMS,Europe,Mass Market,0,1,2025-12-30
ACC1005710,43,58257.87,709,Dining Rewards,12.08,11105.29,3047.02,93.63,36.89,SMS,Asia Pacific,Student,0,0,2025-08-17
ACC1005711,47,95041.99,850,Premium Lifestyle,21.93,35399.45,3823.22,106.42,23.7,SMS,North America,Student,1,1,2025-03-24
ACC1005712,22,62912.96,818,Cashback,24.77,35086.96,5447.85,52.99,9.01,Branch,Asia Pacific,Affluent,1,1,2025-09-07
ACC1005713,38,77980.43,735,Balance Transfer,20.89,44423.91,1417.97,39.26,35.6,Email,Europe,Student,0,0,2025-08-03
ACC1005714,68,110075.9,669,Balance Transfer,24.76,24419.16,1662.43,49.5,39.24,Email,Latin America,Affluent,1,1,2024-12-30
ACC1005715,51,49762.2,673,Cashback,27.14,38075.25,5812.73,10.76,17.3,SMS,North America,Affluent,1,1,2026-04-01
ACC1005716,27,54872.72,533,Low Interest,19.57,14666.24,893.06,46.68,34.54,Branch,Asia Pacific,HNI,0,0,2025-01-01
ACC1005717,41,64378.14,686,Premium Lifestyle,28.39,24768.65,5363.99,136.26,18.37,SMS,Middle East,Student,1,1,2025-08-18
ACC1005718,49,79313.76,691,Travel Rewards,33.24,34168.74,5149.57,112.41,9.32,Email,Middle East,Affluent,1,1,2026-02-05
ACC1005719,65,124953.29,646,Balance Transfer,32.31,8643.83,6165.25,108.55,10.86,Phone Call,Europe,HNI,1,1,2024-10-08
ACC1005720,35,106641.05,749,Travel Rewards,13.21,1822.52,1316.5,46.85,36.68,Social Media,Middle East,HNI,0,0,2025-08-27
ACC1005721,39,37592.71,717,Premium Lifestyle,30.55,30227.12,6067.72,69.84,25.85,SMS,Europe,Affluent,1,0,2026-03-05
ACC1005722,43,46037.27,629,Travel Rewards,22.86,35648.56,6112.87,116.75,9.69,SMS,Latin America,Affluent,1,1,2026-02-15
ACC1005723,66,52716.18,725,Premium Lifestyle,23.67,43542.08,338.9,13.75,39.64,Branch,Europe,SME,0,1,2025-04-18
ACC1005724,23,80699.13,680,Balance Transfer,15.0,8327.38,3058.76,16.31,29.83,Branch,Europe,Mass Market,1,1,2025-04-17
ACC1005725,39,118668.56,728,Dining Rewards,7.13,17406.17,1953.1,114.13,17.93,Social Media,Latin America,Affluent,0,0,2024-05-27
ACC1005726,40,36050.89,659,Dining Rewards,6.79,9499.99,1290.94,140.88,37.81,SMS,Europe,Affluent,0,0,2025-04-06
ACC1005727,47,73183.54,633,Low Interest,6.44,36385.44,302.04,79.36,28.66,Phone Call,North America,SME,0,1,2024-11-20
ACC1005728,29,87314.4,715,Dining Rewards,29.41,15091.23,906.01,70.3,17.19,Email,Latin America,Student,0,1,2026-05-07
ACC1005729,41,51250.61,696,Cashback,30.11,25190.97,4861.35,124.96,6.79,Email,Middle East,Student,1,1,2024-12-08
ACC1005730,55,121443.58,772,Cashback,9.69,30582.98,3837.55,73.36,32.19,Branch,Europe,Student,1,1,2024-12-05
ACC1005731,32,108755.3,662,Balance Transfer,17.54,26597.73,1104.29,42.61,30.46,Phone Call,North America,SME,1,1,2025-01-12
ACC1005732,44,94024.06,659,Travel Rewards,7.69,13345.35,3600.99,22.3,5.39,SMS,Latin America,Mass Market,0,0,2025-12-17
ACC1005733,35,100110.99,642,Cashback,30.32,43693.25,303.23,97.44,39.63,Email,Latin America,Mass Market,0,1,2026-02-12
ACC1005734,41,74920.61,674,Travel Rewards,13.15,25723.76,725.65,137.24,32.09,Phone Call,North America,HNI,0,0,2024-08-10
ACC1005735,47,66200.36,768,Premium Lifestyle,14.56,30049.17,4898.95,89.56,14.26,Branch,Europe,SME,1,1,2026-03-30
ACC1005736,52,116314.49,675,Premium Lifestyle,6.99,9600.45,5914.05,89.51,28.49,Branch,Europe,Mass Market,1,1,2025-11-01
ACC1005737,37,117509.28,601,Low Interest,16.81,34028.67,3443.47,32.07,38.2,Phone Call,Asia Pacific,SME,1,1,2024-11-06
ACC1005738,63,88760.37,731,Dining Rewards,15.64,12172.67,2575.32,108.19,17.77,Phone Call,Latin America,Affluent,1,1,2025-10-22
ACC1005739,68,63728.05,729,Dining Rewards,32.31,12105.58,1658.02,133.18,24.42,Phone Call,Asia Pacific,Affluent,0,0,2026-01-20
ACC1005740,30,15000.0,604,Travel Rewards,33.32,20360.81,1748.83,72.29,18.86,SMS,Europe,Affluent,1,0,2025-07-02
ACC1005741,55,73163.57,710,Travel Rewards,10.6,10678.21,2862.23,17.33,22.07,SMS,Middle East,Mass Market,0,0,2024-08-29
ACC1005742,51,56696.43,685,Premium Lifestyle,18.02,1013.22,5739.18,85.87,20.81,Email,Middle East,HNI,1,1,2025-04-10
ACC1005743,30,27816.76,635,Dining Rewards,29.3,31619.04,5464.07,62.1,29.21,SMS,Asia Pacific,SME,1,1,2026-03-30
ACC1005744,56,100821.97,642,Premium Lifestyle,26.25,45259.72,4759.07,71.56,14.12,Branch,Europe,Affluent,1,1,2025-10-07
ACC1005745,60,62874.12,757,Travel Rewards,15.31,45768.03,2841.09,108.95,18.22,Social Media,Latin America,Mass Market,1,1,2025-08-11
ACC1005746,49,89733.15,781,Low Interest,5.75,22790.9,1133.01,132.23,5.44,SMS,Middle East,HNI,0,1,2025-12-18
ACC1005747,69,53897.87,672,Travel Rewards,34.45,16678.46,5471.48,63.06,38.22,Social Media,North America,Student,1,1,2024-11-07
ACC1005748,50,63088.52,796,Travel Rewards,15.16,8232.71,746.35,69.3,34.51,Phone Call,Europe,Mass Market,1,1,2025-11-13
ACC1005749,27,78582.23,793,Premium Lifestyle,14.42,49644.23,4372.27,51.32,34.68,Email,Middle East,Mass Market,1,1,2025-09-29
ACC1005750,31,91437.74,714,Dining Rewards,27.7,31350.33,919.09,125.87,38.79,Phone Call,Latin America,HNI,1,1,2025-12-17
ACC1005751,60,66486.66,752,Cashback,12.26,24566.92,2695.7,75.79,8.35,SMS,North America,Student,1,0,2025-02-04
ACC1005752,65,58376.91,789,Premium Lifestyle,6.91,1529.53,3498.34,20.0,30.43,Social Media,Europe,SME,1,1,2025-08-03
ACC1005753,45,90376.59,619,Dining Rewards,30.05,9336.28,4134.59,30.18,24.71,Email,Middle East,HNI,1,1,2025-12-17
ACC1005754,62,54105.79,699,Travel Rewards,28.29,38851.36,909.54,73.71,25.82,Email,North America,Affluent,0,0,2026-03-01
ACC1005755,62,88067.52,714,Low Interest,32.69,13837.92,6958.11,47.44,5.65,SMS,Latin America,Mass Market,0,0,2025-03-04
ACC1005756,61,96001.62,610,Balance Transfer,27.88,40560.96,6198.53,33.58,17.95,Social Media,Latin America,Affluent,1,1,2025-02-08
ACC1005757,65,28299.56,721,Balance Transfer,9.79,5163.66,4528.33,115.48,35.02,Phone Call,Asia Pacific,Student,1,1,2025-11-18
ACC1005758,26,66521.65,620,Cashback,33.77,5640.52,5560.33,36.77,22.77,Social Media,Asia Pacific,Student,1,1,2025-05-12
ACC1005759,59,57575.43,756,Cashback,15.92,40971.39,366.64,82.02,37.21,Social Media,Asia Pacific,HNI,0,0,2025-11-05
ACC1005760,27,104408.37,629,Balance Transfer,13.62,33671.07,6890.57,19.23,27.88,Email,Europe,Mass Market,1,1,2024-05-20
ACC1005761,27,15000.0,726,Dining Rewards,24.71,2589.23,622.26,90.23,12.36,Email,Latin America,HNI,0,1,2025-02-17
ACC1005762,64,55133.96,539,Cashback,17.67,5726.83,1100.54,82.45,23.66,Email,Middle East,HNI,0,0,2024-10-13
ACC1005763,50,83568.19,815,Dining Rewards,33.96,42629.96,1329.04,81.14,22.01,Phone Call,Asia Pacific,Mass Market,0,1,2025-12-24
ACC1005764,22,102433.31,673,Balance Transfer,27.92,22335.97,1397.82,16.82,26.65,Email,Middle East,Student,0,0,2025-10-17
ACC1005765,60,116685.87,661,Balance Transfer,11.81,35782.63,2394.6,141.68,11.01,SMS,Middle East,HNI,0,1,2026-03-03
ACC1005766,48,49501.69,685,Low Interest,22.99,48065.86,646.69,46.14,31.44,Branch,Latin America,HNI,1,1,2025-09-24
ACC1005767,66,82864.89,739,Travel Rewards,29.91,19889.87,114.9,33.26,37.45,Email,Latin America,Mass Market,1,1,2025-11-04
ACC1005768,39,119901.76,672,Travel Rewards,9.85,25536.81,1906.3,67.43,18.14,Email,Asia Pacific,Affluent,0,1,2025-09-15
ACC1005769,58,99688.69,624,Low Interest,8.37,45602.56,3394.64,144.83,11.74,SMS,North America,Mass Market,1,1,2025-06-05
ACC1005770,59,46933.54,850,Balance Transfer,18.71,42707.7,1423.65,79.95,19.56,Phone Call,North America,Affluent,1,1,2024-10-22
ACC1005771,28,85794.84,746,Premium Lifestyle,25.55,44584.09,734.31,17.66,6.88,Email,Europe,HNI,1,0,2025-01-02
ACC1005772,44,71458.8,698,Cashback,26.92,30933.3,1953.87,98.2,15.81,SMS,Middle East,Affluent,1,1,2024-10-13
ACC1005773,60,53392.64,703,Premium Lifestyle,25.84,22915.28,5183.07,15.09,25.12,Phone Call,Middle East,Student,1,1,2025-11-07
ACC1005774,23,114281.39,713,Low Interest,29.97,4346.59,2136.3,131.92,19.14,Branch,Middle East,Student,1,1,2026-03-29
ACC1005775,62,88560.73,765,Low Interest,13.34,45606.66,2275.18,54.69,17.35,Email,Middle East,SME,1,1,2026-03-11
ACC1005776,68,57960.37,774,Low Interest,9.61,10422.95,6474.8,123.31,15.91,SMS,North America,Affluent,1,1,2025-08-07
ACC1005777,51,103681.03,716,Low Interest,27.84,17164.57,2718.8,43.53,10.98,Phone Call,Latin America,Affluent,1,1,2025-09-10
ACC1005778,25,48624.8,708,Cashback,17.62,26184.5,4914.48,119.13,8.08,Branch,Europe,Affluent,1,1,2024-08-20
ACC1005779,54,93192.53,634,Low Interest,17.16,41539.36,740.51,83.05,33.04,Phone Call,North America,Student,1,1,2026-02-12
ACC1005780,40,106779.64,539,Dining Rewards,12.56,19680.63,4840.59,100.35,8.87,Branch,Middle East,SME,0,0,2024-09-22
ACC1005781,45,57136.98,746,Balance Transfer,31.26,10611.63,6386.22,122.73,35.84,Phone Call,Middle East,Student,1,1,2024-10-21
ACC1005782,61,42769.24,589,Dining Rewards,8.33,12333.16,6125.27,89.32,14.37,SMS,Europe,SME,0,1,2025-09-12
ACC1005783,48,90436.4,785,Premium Lifestyle,25.51,16751.02,1545.52,45.5,7.93,Social Media,Europe,Mass Market,1,1,2024-06-12
ACC1005784,56,70561.26,669,Balance Transfer,15.65,20890.04,5612.97,11.35,28.62,Email,Latin America,HNI,0,0,2024-11-18
ACC1005785,58,63661.38,664,Dining Rewards,13.39,48284.25,5485.29,18.36,32.53,SMS,North America,SME,1,1,2024-11-08
ACC1005786,41,76087.79,695,Premium Lifestyle,24.39,31570.09,2137.97,16.39,8.45,Branch,Asia Pacific,Affluent,1,1,2025-08-29
ACC1005787,60,80884.49,836,Travel Rewards,14.96,5933.05,4767.75,53.31,16.86,Email,Europe,Mass Market,1,0,2025-03-18
ACC1005788,68,77015.23,644,Travel Rewards,5.33,41433.72,2079.55,56.59,29.06,Email,Middle East,Mass Market,1,1,2025-12-19
ACC1005789,46,78140.12,734,Dining Rewards,26.49,23973.75,1709.14,149.36,38.86,Email,Asia Pacific,Student,0,0,2024-12-18
ACC1005790,41,85775.96,796,Low Interest,27.83,47533.48,3222.46,22.38,26.93,Social Media,Asia Pacific,SME,1,1,2024-06-16
ACC1005791,31,116353.59,808,Premium Lifestyle,16.27,4590.62,483.24,31.25,7.02,Phone Call,Asia Pacific,Student,1,1,2024-09-27
ACC1005792,49,50734.01,732,Cashback,27.27,22111.72,4276.61,43.26,34.81,Email,North America,Affluent,1,1,2025-11-05
ACC1005793,24,49012.87,754,Low Interest,25.55,43271.99,1961.47,83.11,19.33,Branch,Latin America,Student,1,1,2024-06-29
ACC1005794,53,110668.55,769,Dining Rewards,26.72,44891.16,5791.27,95.08,6.13,Social Media,Middle East,Student,1,0,2026-02-01
ACC1005795,53,116256.43,732,Low Interest,24.17,46204.9,3366.05,84.46,6.34,Phone Call,Asia Pacific,SME,0,0,2025-03-22
ACC1005796,58,118387.31,745,Low Interest,14.21,27346.25,4570.25,74.87,23.95,Branch,Latin America,HNI,1,0,2025-04-12
ACC1005797,57,111234.56,630,Cashback,26.66,33017.44,879.77,85.53,31.71,Phone Call,Europe,Student,1,1,2024-07-10
ACC1005798,55,73233.31,760,Dining Rewards,32.69,19651.47,3844.25,132.3,21.18,Phone Call,North America,HNI,1,1,2024-11-27
ACC1005799,54,36631.92,739,Dining Rewards,8.32,46736.94,1158.36,112.77,22.35,Email,North America,Student,0,1,2024-11-05
ACC1005800,37,75097.71,771,Travel Rewards,25.24,22632.54,2945.75,51.95,24.7,Social Media,Asia Pacific,Affluent,1,1,2026-02-25
ACC1005801,46,37403.68,795,Low Interest,17.08,15234.08,2603.89,47.24,30.69,SMS,North America,SME,0,0,2024-12-29
ACC1005802,25,117720.78,755,Premium Lifestyle,28.35,38371.63,3607.88,46.74,9.22,Phone Call,Asia Pacific,SME,1,1,2024-09-02
ACC1005803,57,57956.14,668,Low Interest,6.71,30981.09,3399.83,68.28,23.38,Branch,Europe,Student,0,0,2024-07-19
ACC1005804,56,84988.51,799,Low Interest,28.0,49855.85,6232.27,22.47,25.12,Email,North America,SME,1,1,2025-08-13
ACC1005805,60,57475.92,637,Premium Lifestyle,27.98,24386.23,1039.06,135.2,30.58,Social Media,Europe,SME,1,1,2025-02-20
ACC1005806,48,76019.64,694,Premium Lifestyle,34.93,40613.1,4477.82,75.68,12.85,Phone Call,Europe,HNI,1,1,2026-03-07
ACC1005807,42,40411.11,599,Travel Rewards,11.48,24601.46,4795.14,52.39,29.56,Email,Asia Pacific,SME,1,1,2026-01-28
ACC1005808,49,116543.7,710,Low Interest,28.92,6908.22,5929.57,20.82,37.34,Email,Europe,HNI,1,1,2026-02-17
ACC1005809,61,66884.76,630,Dining Rewards,33.34,15360.54,4023.77,83.0,16.56,Email,Europe,SME,1,1,2025-10-14
ACC1005810,56,47294.12,668,Travel Rewards,28.77,12084.83,5267.53,38.94,37.88,Phone Call,Latin America,Affluent,1,1,2025-12-05
ACC1005811,62,99966.95,733,Low Interest,16.92,49694.19,2626.13,122.75,17.28,Social Media,Europe,Mass Market,1,1,2024-07-15
ACC1005812,56,53973.66,753,Dining Rewards,26.69,3901.27,5390.18,85.99,30.23,Branch,Asia Pacific,SME,1,1,2024-07-14
ACC1005813,40,104736.36,660,Balance Transfer,14.41,19791.3,5542.63,46.48,21.74,Branch,Middle East,HNI,1,1,2024-11-28
ACC1005814,64,79904.55,740,Balance Transfer,14.75,18038.37,2828.35,123.63,12.37,Phone Call,Asia Pacific,HNI,0,0,2024-10-16
ACC1005815,37,94028.35,718,Low Interest,27.41,8082.45,6697.55,36.61,22.31,Phone Call,Europe,HNI,1,1,2026-02-28
ACC1005816,44,54162.56,756,Dining Rewards,29.14,16151.01,937.2,84.73,38.09,Social Media,Asia Pacific,Affluent,1,1,2025-12-20
ACC1005817,69,121904.9,711,Dining Rewards,8.47,46593.16,2059.82,120.92,32.77,Social Media,North America,HNI,1,1,2024-07-05
ACC1005818,56,128472.37,724,Balance Transfer,18.95,17334.2,5790.45,148.43,12.58,Email,Latin America,SME,1,1,2024-12-26
ACC1005819,42,97338.84,840,Balance Transfer,13.86,25924.57,554.48,30.07,15.33,Branch,Europe,SME,0,0,2024-10-01
ACC1005820,51,37107.33,816,Travel Rewards,18.54,6193.42,1874.25,33.38,31.24,Social Media,Asia Pacific,SME,1,1,2024-10-28
ACC1005821,30,59213.22,634,Low Interest,26.21,7882.0,1276.49,132.72,16.62,Social Media,Europe,SME,0,0,2025-04-02
ACC1005822,36,100416.75,775,Dining Rewards,34.28,45786.11,2979.64,123.82,11.46,Phone Call,Asia Pacific,Mass Market,1,1,2025-09-02
ACC1005823,53,17229.22,668,Balance Transfer,11.98,8568.02,4321.76,17.87,29.59,Branch,Europe,Affluent,0,0,2024-12-14
ACC1005824,50,105798.4,650,Travel Rewards,30.65,17382.14,115.09,52.7,12.2,Email,Middle East,HNI,0,1,2024-07-28
ACC1005825,28,124759.4,739,Balance Transfer,26.87,35462.35,5541.34,114.25,24.11,Phone Call,Europe,SME,1,1,2026-01-21
ACC1005826,38,94254.01,759,Premium Lifestyle,32.84,2164.45,1530.68,108.28,25.48,Phone Call,Europe,SME,1,1,2025-09-26
ACC1005827,38,84643.68,542,Premium Lifestyle,15.74,3428.36,3358.86,146.6,7.53,Branch,Middle East,SME,0,0,2025-04-03
ACC1005828,42,89603.88,741,Dining Rewards,8.43,16348.33,3444.11,46.7,19.07,Email,Europe,Affluent,1,1,2026-02-28
ACC1005829,50,59215.75,781,Cashback,14.23,49293.56,688.09,47.67,34.99,Email,Middle East,Student,1,1,2025-08-04
ACC1005830,53,15000.0,733,Travel Rewards,7.75,33470.99,5702.77,59.86,31.57,Email,Europe,Mass Market,1,1,2024-07-17
ACC1005831,24,137401.51,702,Low Interest,29.2,37563.35,613.55,74.66,7.76,Email,Latin America,HNI,0,0,2024-09-05
ACC1005832,39,86147.06,690,Dining Rewards,26.3,1197.27,2064.62,12.45,15.3,Branch,Asia Pacific,Affluent,1,1,2026-03-27
ACC1005833,58,76668.24,705,Dining Rewards,21.77,12741.19,5018.55,113.72,13.07,Phone Call,Asia Pacific,HNI,1,1,2026-03-08
ACC1005834,48,93967.47,760,Low Interest,27.87,2287.42,3066.7,129.99,22.15,Branch,Europe,Affluent,1,1,2025-02-02
ACC1005835,62,16308.36,679,Cashback,17.02,12948.64,6210.38,51.39,15.23,SMS,North America,Mass Market,1,1,2025-05-23
ACC1005836,67,61397.09,671,Dining Rewards,30.26,40309.61,6847.03,20.04,8.29,Social Media,Middle East,Student,1,1,2024-09-14
ACC1005837,22,149368.23,781,Dining Rewards,29.87,24723.47,3401.56,98.23,8.09,Phone Call,North America,Affluent,1,1,2025-05-03
